ranking,nombre,institucion,disciplina,h_index,citas,trabajos,scholar_id,openalex_id,orcid,topics
739,Claudio Valenzuela,Pontificia Universidad Católica de Valparaíso,Ciencias Sociales,2,33,2,,A5007996643,,Transportation Planning and Optimization; Vehicle Routing Optimization Methods; Optimization and Packing Problems; Metaheuristic Optimization Algorithms Research
740,Sergio Salinas Cañas,University of Chile,Ciencia Política,2,13,6,,A5065542305,0000-0002-7903-753X,"Migration, Education, Indigenous Social Dynamics; International Relations in Latin America; Conflict, Peace, and Violence in Colombia; Political Theory and Democracy; Memory, violence, and history"
741,Víctor Pérez Vera,University of Chile,Ciencia Política,2,27,71,,A5021008985,,Education and Teacher Training; Higher Education Teaching and Evaluation; Higher Education and Sustainability; Social Sciences and Policies; Public Policy and Governance
742,Luis Alarcón,Universidad Diego Portales,Ciencia Política,2,27,35,,A5007113417,0000-0002-5631-5787,Public Policy and Governance; Social Sciences and Policies; Educational theories and practices; Latin American socio-political dynamics; Latin American Cultural Politics
743,Arturo Fontaine,University of Chile,Ciencia Política,2,27,29,,A5004480725,,Comparative Literary Analysis and Criticism; Political and Social Dynamics in Chile and Latin America; Literary and Cultural Studies; Social Sciences and Policies; Political Dynamics in Latin America
744,Javier Soto,Pontificia Universidad Católica de Chile,Ciencia Política,2,25,9,,A5114973081,,Social Sciences and Policies; Plant and soil sciences; Public Health and Environmental Issues; Public Policy and Governance; Facility Location and Emergency Management
745,Lorena Araya-Silva,Universidad Autónoma de Chile,Sociología,2,25,5,,A5035734698,0000-0001-6686-6497,"Cruise Tourism Development and Management; Gender, Health, and Social Inequality; Maritime Ports and Logistics; Poverty, Education, and Child Welfare; Income, Poverty, and Inequality"
746,Héctor Cavieres,Universidad Católica Silva Henríquez,Educación,2,25,4,,A5076842611,,"Latin American Urban Studies; Education in Rural Contexts; Education and Teacher Training; Social Sciences and Policies; Urbanism, Landscape, and Tourism Studies"
747,Luis Garrido Vergara,University of Chile,Ciencia Política,2,27,6,,A5052012178,,Philosophical Thought and Analysis; Elite Sociology and Global Capitalism; Cultural and Social Studies in Latin America; Social Sciences and Policies; Public Policy and Governance
748,Jeremy Colwill,"Centro Regional de Derechos Humanos y Justicia de Género, Corporación Humanas",Ciencia Política,2,13,3,,A5081752490,,"Social Policy and Reform Studies; Human Rights and Immigration; Political and Economic history of UK and US; Torture, Ethics, and Law; Historical Studies on Reproduction, Gender, Health, and Societal Changes"
749,Manuela Abarca Ferrando,University of Chile,Ciencias Sociales,2,13,2,,A5002830700,0000-0002-5605-8637,"Employment, Labor, and Gender Studies; Social Sciences and Policies; Labor Law and Work Dynamics"
750,Manuel Inostroza P,Universidad Andrés Bello,Ciencias Sociales,2,13,2,,A5011172285,,Social Sciences and Policies; Public Health and Environmental Issues; Healthcare Policy and Management; Public Health and Social Inequalities
751,Natalia Romero Hernández,Ministry of Education,Educación,2,28,7,,A5067672932,0000-0003-4960-3139,"Higher Education and Sustainability; Business, Innovation, and Economy; Regional Development and Innovation; Organizational Management and Innovation; Social Sciences and Policies"
752,Javier Castro Arcos,San Sebastián University,Ciencia Política,2,26,19,,A5049343595,0000-0002-0052-6825,"Political and Social Dynamics in Chile and Latin America; International Relations in Latin America; Agriculture and Social Issues; Religion and Society Interactions; Religion, Society, and Development"
753,Claudia Fuentes,University of Concepción,Ciencia Política,2,12,9,,A5101068354,,Political Theology and Sovereignty; Political Theory and Democracy; Child and Adolescent Health; Historical Studies in Latin America; Neonatal Respiratory Health Research
754,Nelson Muñoz-Lizana,University of Chile,Sociología,2,12,8,,A5014157849,0000-0001-7538-5249,"Health, Education, and Physical Culture; Social Sciences and Policies; Gender, Health, and Social Inequality; Migration, Education, Indigenous Social Dynamics; Innovations in Medical Education"
755,Ana Castro Ríos,Catholic University of the Maule,Psicología,2,36,9,,A5090497490,,"Resilience and Mental Health; Aging, Health, and Disability; Social Sciences and Policies; Social Issues and Sustainability; Migration, Education, Indigenous Social Dynamics"
756,Pablo Sandoval,University of Chile,Ciencia Política,2,36,9,,A5101871536,0000-0003-3639-3961,Social Sciences and Policies; Political and Social Dynamics in Chile and Latin America; Cultural and political discourse analysis; International Relations in Latin America; Politics and Society in Latin America
757,Andrada-Ioana Sabău,Dirección de Investigación y Desarrollo,Ciencia Política,2,36,3,,A5034193640,,"Auditing, Earnings Management, Governance; Financial Reporting and Valuation Research; Wildlife Conservation and Criminology Analyses; Corporate Finance and Governance; Accounting and Organizational Management"
758,Adriana Binimelis Sáez,University of Chile,Ciencias Sociales,2,36,3,,A5081040533,,Social Sciences and Policies
759,Linco J. Ñanco,Federico Santa María Technical University,Administración,2,27,4,,A5086690371,,Facility Location and Emergency Management; Optimization and Mathematical Programming; Remote Sensing and Land Use; Transportation Planning and Optimization; Vehicle Routing Optimization Methods
760,Matías Irarrázabal,Hospital Clínico de la Universidad de Chile,Ciencias Sociales,2,27,3,,A5045953643,,"Public Health and Social Inequalities; Mental Health Treatment and Access; Stress and Burnout Research; Innovation, Sustainability, Human-Machine Systems; Social Sciences and Policies"
761,Miguel Agüero,Arturo Prat University,Educación,2,24,7,,A5051842774,,"Migration, Education, Indigenous Social Dynamics; HIV/AIDS oral health manifestations; Literacy and Educational Practices; Public Health and Social Inequalities; Social Sciences and Policies"
762,Javier Romano,Universidad La República,Sociología,2,23,36,,A5048035907,0000-0002-5594-9104,"Social Sciences and Policies; Gender, Health, and Social Inequality; Public Health and Environmental Issues; Immigration and Intercultural Education; Psychology Research and Bibliometrics"
763,Óscar Landerretche Moreno,Hospital San Borja Arriarán,Sociología,2,23,17,,A5048548335,,"Economic Theory and Policy; Labor market dynamics and wage inequality; Employment and Welfare Studies; Fiscal Policy and Economic Growth; Income, Poverty, and Inequality"
764,Giancarla Foschino,University of Valparaíso,Educación,2,13,2,,A5037013692,,Educational Outcomes and Influences; Motivation and Self-Concept in Sports; Educational Innovations and Technology; Advanced Materials and Mechanics; Interactive and Immersive Displays
765,David G. Miranda,Universidad de Playa Ancha de Ciencias de la Educación,Ciencia Política,2,12,24,,A5043934317,0000-0002-4558-3604,Education and Teacher Training; Social Sciences and Policies; Public Policy and Governance; Cultural and Social Studies in Latin America; Educational Practices and Policies
766,F. Angel,Universidad de Santiago de Chile,Sociología,2,12,24,,A5060497279,,"Multiculturalism, Politics, Migration, Gender; French Urban and Social Studies; Education, sociology, and vocational training; Solar Thermal and Photovoltaic Systems; Phase Change Materials Research"
767,Constanza Árias Ortiz,Universidad Santo Tomás,Educación,2,12,14,,A5089721612,,Education and Teacher Training; Educational Practices and Policies; Educational theories and practices; Social Sciences and Policies; Social Issues and Sustainability
768,Valentina Andrade de la Horra,University of Chile,Sociología,2,33,6,,A5064789685,0000-0001-8731-6726,"Feminism, Gender, and Social Issues; Social Issues and Sustainability; Employment, Labor, and Gender Studies; Social Policy and Reform Studies; Contemporary Cultural and Social Studies"
769,Monzón Campos,University of Atacama,Economía,2,23,7,,A5012878246,0000-0002-6225-4490,Cooperative Studies and Economics; Social Sciences and Policies; Labor Movements and Unions; Higher Education and Sustainability; Social Policy and Reform Studies
770,Álvaro Góngora,Finis Terrae University,Ciencia Política,2,23,7,,A5044965027,,Political and Social Dynamics in Chile and Latin America; Spanish Culture and Identity; Cultural and Social Studies in Latin America; Spanish Literature and Culture Studies; Social Sciences and Policies
771,Raynier Hernández,University of the Americas,Sociología,2,23,6,,A5064367959,,"Social Sciences and Policies; Cardiac Arrhythmias and Treatments; Latin American Cultural Politics; Aging, Health, and Disability; Disability Rights and Representation"
772,Natalia Briceño Lagos,Universidad Católica de Temuco,Educación,2,23,4,,A5046705675,,"Social Sciences and Policies; Literacy and Educational Practices; Regional Development and Innovation; Business, Innovation, and Economy; Geography and Environmental Studies in Latin America"
773,Ana María Zerón Rodríguez,Pontificia Universidad Católica de Chile,Educación,2,23,4,,A5071623418,,Education and Teacher Training; Social Sciences and Policies; Stoma care and complications; Intestinal and Peritoneal Adhesions; Educational theories and practices
774,Eun Kyung Na,University of Chile,Ciencia Política,2,23,2,,A5033697933,,Social Media and Politics; Hypothalamic control of reproductive hormones; Electoral Systems and Political Participation; Ovarian function and disorders; Plant Reproductive Biology
775,Daniel Bernal,Universidad de Santiago de Chile,Ciencia Política,2,40,21,,A5044123599,0000-0002-0745-6452,Public Policy and Governance; Educational theories and practices; Social Sciences and Policies; Environmental and Ecological Studies; Inclusive Education and Diversity
776,Antonio Félix Vallejos,Universidad de Santiago de Chile,Educación,2,40,12,,A5025893503,,Higher Education Teaching and Evaluation; Social Sciences and Policies; Human Rights and Immigration; Spanish History and Politics; Diagnosis and Treatment of Venous Diseases
777,Tamara Palomino,Universidad de Santiago de Chile,Ciencias Sociales,2,12,8,,A5014661355,0000-0003-2736-4659,Social Issues and Sustainability; Public Health and Social Inequalities; Social Sciences and Policies; Occupational Therapy Practice and Research; Stress and Burnout Research
778,Luis Marcelo Silva Burgos,San Sebastián University,Educación,2,12,7,,A5070245648,0000-0002-5371-0933,"Social Sciences and Policies; Aging, Health, and Disability; Stress and Burnout Research; Social Issues and Sustainability; Social Work Education and Practice"
779,Consuelo Suazo‐Muñoz,University of Bío-Bío,Psicología,2,12,7,,A5091691704,0000-0002-0539-7268,Resilience and Mental Health; Disaster Response and Management; Disaster Management and Resilience; Community Health and Development; Social Sciences and Policies
780,Reinaldo Rioseco H.,Pontificia Universidad Católica de Chile,Ciencias Sociales,2,40,2,,A5003342391,,"Migration, Aging, and Tourism Studies; Aging, Health, and Disability; Social Sciences and Policies"
781,Fabiola Carvajal,Adolfo Ibáñez University,Ciencias Sociales,2,40,2,,A5057624663,,"Social Policy and Reform Studies; Urban, Neighborhood, and Segregation Studies; Social Issues and Sustainability; Employment and Welfare Studies; Social Sciences and Policies"
782,Emilio Morgado Valenzuela,University of Chile,Ciencias Sociales,2,39,15,,A5111901691,,"Employment, Labor, and Gender Studies; Labor Law and Work Dynamics; Human Rights and Immigration; Comparative International Legal Studies; Social Sciences and Policies"
783,Juan Horacio de Freitas,Academy of Christian Humanism University,Sociología,2,42,22,,A5067793243,0000-0003-2686-0140,"Philosophical and Cultural Analysis; Psychological Treatments and Disorders; Literature, Culture, and Aesthetics; Foucault, Power, and Ethics; Social Sciences and Policies"
784,José Olavarría Aranguren,Academy of Christian Humanism University,Ciencias Sociales,2,34,9,,A5009532993,,"Social Sciences and Policies; Employment, Labor, and Gender Studies; Gender and Feminist Studies; Ethics and bioethics in healthcare; Labor Law and Work Dynamics"
785,Mireya Dávila Avendaño,University of Chile,Ciencia Política,2,41,8,,A5063885345,0000-0001-5002-6100,Political and Social Dynamics in Chile and Latin America; Political Theory and Democracy; Administrative Law and Governance; Comparative constitutional jurisprudence studies; Political Dynamics in Latin America
786,Lourdes Alonso Serna,Universidad del Mar,Ciencia Política,2,41,5,,A5012478032,0000-0003-2986-258X,"Water Governance and Infrastructure; Energy and Environment Impacts; Agriculture, Land Use, Rural Development; Oil Palm Production and Sustainability; Social Sciences and Policies"
787,Lilian Sanhueza Díaz,Universidad Católica de Temuco,Sociología,2,43,16,,A5057677672,0000-0003-1178-3963,"Migration, Education, Indigenous Social Dynamics; Cultural and Social Studies in Latin America; Social Sciences and Policies; Social Issues and Sustainability; Indigenous Cultures and History"
788,Juan-Pablo Labra,Universidad Andrés Bello,Sociología,2,43,2,,A5014073213,,Family Business Performance and Succession; Entrepreneurship Studies and Influences; Gender Diversity and Inequality; Private Equity and Venture Capital
789,Alberto Arenas DeMesa,University of Chile,Sociología,2,23,2,,A5059848827,,"Retirement, Disability, and Employment; Financial Literacy, Pension, Retirement Analysis; Income, Poverty, and Inequality"
790,Alejandro Bilbão,Universidad de Los Lagos,Psicología,2,13,46,,A5044525403,0000-0002-8064-0694,Psychological Treatments and Disorders; Psychology and Mental Health; Social Sciences and Policies; Mental Health and Psychiatry; Psychology Research and Bibliometrics
791,Hernán Guerrero Troncoso,Catholic University of the Maule,Humanidades,2,13,38,,A5033348248,0000-0002-4236-449X,Medieval Philosophy and Theology; Classical Philosophy and Thought; Ethics and bioethics in healthcare; Philosophical Thought and Analysis; Theology and Philosophy of Evil
792,David Díaz Soto,Alberto Hurtado University,Educación,2,13,34,,A5103131093,,"Photographic and Visual Arts; Literature, Culture, and Aesthetics; Art, Politics, and Modernism; Architecture, Art, Education; Social Sciences and Policies"
793,Hugo Sir Retamales,Universidad de Playa Ancha de Ciencias de la Educación,Ciencia Política,2,22,19,,A5035519355,0000-0002-7815-8268,Political and Social Dynamics in Chile and Latin America; Attention Deficit Hyperactivity Disorder; Psychological Treatments and Disorders; Migration and Labor Dynamics; Social Sciences and Policies
794,José Andrés Murillo,Pontificia Universidad Católica de Chile,Ciencia Política,2,22,7,,A5014840699,,"Social Sciences and Policies; Violence, Education, and Gender Studies; Political Theory and Democracy; Psychological Treatments and Disorders; Child Abuse and Trauma"
795,Valentina González,Federico Santa María Technical University,Comunicación,2,22,7,,A5032951049,,"Social Sciences and Policies; Mine drainage and remediation techniques; Aging, Health, and Disability; Homelessness and Social Issues; International Labor and Employment Law"
796,Agustín Cano,Universidad La República,Educación,2,46,10,,A5042501765,,"Higher Education and Sustainability; Education and Teacher Training; Social Sciences and Policies; Education in Rural Contexts; Science, Technology, and Education in Latin America"
797,Francis Espinoza Figueroa,Universidad Católica del Norte,Ciencia Política,2,46,4,,A5044904118,,Global Educational Policies and Reforms; Higher Education Teaching and Evaluation; International Relations in Latin America; Global Education and Multiculturalism; Social Sciences and Policies
798,Mónica Canales,Universidad Andrés Bello,Ciencias Sociales,2,46,3,,A5029515040,,"Public Health and Social Inequalities; Patient Safety and Medication Errors; Social Sciences and Policies; Aging, Health, and Disability; Food Security and Health in Diverse Populations"
799,Carmen Celedón,Pontificia Universidad Católica de Chile,Ciencia Política,2,22,7,,A5103709371,,Political and Social Dynamics in Chile and Latin America; Economic Theory and Policy; Social Sciences and Policies; Public Health and Social Inequalities; Public Policy and Governance
800,Ximena Póo Figueroa,University of Tarapacá,Sociología,2,25,25,,A5022406449,0000-0002-6470-3835,"Social Sciences and Policies; Journalism and Media Studies; Gender, Health, and Social Inequality; Latin American Urban Studies; Cultural and Social Studies in Latin America"
801,Juan Aspeé,Universidad de Playa Ancha de Ciencias de la Educación,Psicología,2,22,4,,A5027227956,,Stress and Burnout Research; Social Sciences and Policies; Social Work Education and Practice; Higher Education and Sustainability; Social Issues and Sustainability
802,Juan-Pablo Cares,University of Valparaíso,Ciencias Sociales,2,22,2,,A5112200960,,Scheduling and Timetabling Solutions; Constraint Satisfaction and Optimization; Healthcare Operations and Scheduling Optimization; Advanced Radiotherapy Techniques; Vehicle Routing Optimization Methods
803,Corinne Meunier,Pontificia Universidad Católica de Chile,Ciencia Política,2,14,5,,A5016174607,,Political and Social Issues; Regional Socio-Economic Development Trends; Solar and Space Plasma Dynamics; Sustainable Supply Chain Management; Quality and Supply Management
804,Alfonso Finot,University of Chile,Sociología,2,14,5,,A5029150119,,"Global trade and economics; Economic Theory and Policy; Fiscal Policy and Economic Growth; Income, Poverty, and Inequality; Regional Development and Innovation"
805,Omar Orlando Pulido Chaves,United Nations Economic Commission for Latin America and the Caribbean,Educación,2,14,3,,A5019498048,,Social Issues and Policies in Latin America; History and Politics in Latin America; Education and Teacher Training; Health and Medical Education; Social Sciences and Policies
806,Isabel Pérez Zamora,Metropolitan University of Educational Sciences,Educación,2,14,3,,A5063400342,,"Education and Teacher Training; Feminism, Gender, and Social Issues; Social Sciences and Policies; Education in Rural Contexts; Disability Rights and Representation"
807,Faride Zerán Chelech,University of Concepción,Ciencia Política,2,21,37,,A5078510656,,Political and Social Dynamics in Chile and Latin America; Media and Digital Communication; Cultural and Social Studies in Latin America; Social Sciences and Policies; Geography and Education Methods
808,Eduardo Frei Ruiz-Tagle,Universidad La República,Ciencia Política,2,21,12,,A5015754081,,"International Relations in Latin America; Income, Poverty, and Inequality; Human Rights and Immigration; Historical and Contemporary Political Dynamics; Legal processes and jurisprudence"
809,Rubén Leal Riquelme,Universidad de La Frontera,Ciencia Política,2,21,12,,A5033781124,,"Social Sciences and Policies; Psychological Treatments and Disorders; Ethics and bioethics in healthcare; Sociology, Governance, and Technology; Philosophical Thought and Analysis"
810,Juan Leandro Andres Parra Galvez,San Sebastián University,Administración,2,21,5,,A5010097670,0000-0001-9244-0019,Quality and Supply Management; Supply Chain Resilience and Risk Management; Sustainable Supply Chain Management; Vehicle Routing Optimization Methods; Supply Chain and Inventory Management
811,Luis Fernando Vílchez Martín,Universidad del Desarrollo,Educación,2,53,31,,A5018338930,0000-0002-9453-3013,"Educational Practices and Policies; Libraries, Manuscripts, and Books; Social Sciences and Policies; Education and Teacher Training; Media and Digital Communication"
812,Ben Castro,Institute of Ecology and Biodiversity,Ciencias Sociales,2,53,9,,A5052837616,,Latin American Urban Studies; Social Sciences and Policies; Hydrology and Watershed Management Studies; Plant Water Relations and Carbon Dynamics; Tree-ring climate responses
813,Germán Morales F.,University of Chile,Educación,2,48,3,,A5113676294,,Social Sciences and Policies; Stress and Burnout Research; Ethics and bioethics in healthcare; Social Skills and Education; Resilience and Mental Health
814,Gonzalo Oyarzún Vargas,Finis Terrae University,Ciencia Política,2,48,2,,A5019529899,,Education and Teacher Training; Educational Outcomes and Influences; Social Sciences and Policies; Public Policy and Governance
815,Álex Torres,Pontificia Universidad Católica de Chile,Ciencia Política,2,46,11,,A5108023639,0000-0003-4501-9453,Social Sciences and Policies; Fish Biology and Ecology Studies; Public Policy and Governance; Dialysis and Renal Disease Management; Economic and Social Development
816,Carolina Casas‐Cordero Valencia,Pontificia Universidad Católica de Chile,Sociología,2,42,4,,A5032378376,,"Income, Poverty, and Inequality; Urban, Neighborhood, and Segregation Studies; Urbanization and City Planning; Census and Population Estimation; Economic Theory and Policy"
817,M. Natalia Castillo Fadic,Clínica Alemana,Humanidades,2,21,4,,A5087612521,,Lexicography and Language Studies; Historical Linguistics and Language Studies; Spanish Linguistics and Language Studies; Social Issues and Sustainability; Social Sciences and Policies
818,Tomás Chuaqui H.,Pontificia Universidad Católica de Chile,Ciencia Política,2,14,2,,A5105003694,,Public Policy and Governance; Political Theory and Democracy; Social Issues and Policies in Latin America; Comparative constitutional jurisprudence studies
819,Alberto Wagner de Reyna,University of Chile,Sociología,2,13,52,,A5002042485,,Religious and Theological Studies; Philosophical Thought and Analysis; Social Sciences and Policies; Classical Philosophy and Thought; Literary and Cultural Studies
820,Andrea Fernández,Pontificia Universidad Católica de Chile,Educación,2,20,17,,A5036005017,0000-0002-9504-545X,Educational theories and practices; Social Sciences and Policies; Effects of Environmental Stressors on Livestock; Ethics and bioethics in healthcare; Criminal Justice and Penology
821,Carlos Palma Amestoy,Pontificia Universidad Católica de Chile,Ciencia Política,2,20,12,,A5010608115,0000-0001-5297-1317,Social Sciences and Policies; Global Educational Policies and Reforms; Public Policy and Governance; Higher Education and Sustainability; Social and Economic Solidarity
822,María Angélica Saldías-Fernández,University of Chile,Ciencias Sociales,2,20,12,,A5065735209,0000-0002-2278-9124,Social Sciences and Policies; Global Maternal and Child Health; Maternal and Neonatal Healthcare; Community Health and Development; Reproductive Health and Contraception
823,Patricio Cabello Cádiz,Academy of Christian Humanism University,Ciencia Política,2,20,6,,A5001402682,,Public Policy and Governance; Social Sciences and Policies; Media and Digital Communication; Innovative Approaches in Technology and Social Development; Child Development and Digital Technology
824,Gustavo Hawes,Catholic University of the Maule,Educación,2,20,6,,A5036825662,,Educational Outcomes and Influences; Innovations in Medical Education; Health and Medical Education; Social Sciences and Policies; Educational Research and Science Teaching
825,Manuel Bustos,Universidad de La Frontera,Ciencias Sociales,2,14,7,,A5113769391,,Social Sciences and Policies; Smoking Behavior and Cessation; Health and Lifestyle Studies; Gallbladder and Bile Duct Disorders; Human Rights and Immigration
826,Catalina Letelier,University of Talca,Ciencia Política,2,14,6,,A5038532939,,Resilience and Mental Health; Political Theory and Democracy; Online Learning and Analytics; Stress and Burnout Research; Regulation of Appetite and Obesity
827,Marie Geraldine Herrmann,Universidad Diego Portales,Ciencias Sociales,2,56,4,,A5005190375,,"Social Issues and Sustainability; Social Sciences and Policies; Climate Change, Adaptation, Migration; Tropical and Extratropical Cyclones Research; Disaster Management and Resilience"
828,Robinson Lobos,Adolfo Ibáñez University,Ciencia Política,2,49,7,,A5059840033,,Comparative constitutional jurisprudence studies; Criminal Justice and Penology; Human Rights and Development; Political Theory and Democracy; Psychological Treatments and Disorders
829,Bernardo Muñoz,Universidad de Santiago de Chile,Educación,2,245,14,,A5085608162,,Social Sciences and Policies; Education and Teacher Training; Education for Peace and Conflict Resolution; Legal processes and jurisprudence; Tuberculosis Research and Epidemiology
830,Hermes H. Benítez,University of Chile,Ciencia Política,2,67,15,,A5109853994,,Political and Social Dynamics in Chile and Latin America; Political Theory and Democracy; Cultural and Social Studies in Latin America; Philosophical Thought and Analysis; Spanish Philosophy and Literature
831,Camilo Mena,University of Concepción,Ciencia Política,2,55,4,,A5059507497,,"Climate Change Policy and Economics; Energy, Environment, and Transportation Policies; Political Theory and Democracy; Fiscal Policy and Economic Growth; Energy, Environment, Economic Growth"
832,María Olga Solar,Pontificia Universidad Católica de Chile,Educación,2,22,6,,A5077776565,,"Education for Peace and Conflict Resolution; Social Sciences and Policies; Educational Practices and Policies; Aging, Health, and Disability; Social Issues and Policies in Latin America"
833,Ricardo Castro L.,Pontificia Universidad Católica de Chile,Ciencias Sociales,2,54,2,,A5030478821,,Social Sciences and Policies; Chronic Disease Management Strategies; Clinical practice guidelines implementation; Social Issues and Policies in Latin America; Healthcare Systems and Technology
834,C. W. A. Whitaker,University of Chile,Humanidades,2,260,27,,A5063502394,,"Classical Philosophy and Thought; Medieval and Classical Philosophy; Historical, Religious, and Philosophical Studies; Historical Art and Culture Studies; Classical Antiquity Studies"
835,Marcela Liliana Mora Donoso,University of Bío-Bío,Educación,2,14,6,,A5067030709,,Education and Teacher Training; Higher Education Teaching and Evaluation; Social Sciences and Policies; Inclusive Education and Diversity; Social Work Education and Practice
836,Paula Francisca Vidal Molina,University of Chile,Economía,2,14,6,,A5104056400,,"Social Sciences and Policies; Migration, Education, Indigenous Social Dynamics; Social Issues and Sustainability; Employment, Labor, and Gender Studies; Economic and Social Development"
837,Alberto Coddou MacManus,Universidad Diego Portales,Ciencia Política,2,14,8,,A5058058803,,Human Rights and Immigration; Comparative constitutional jurisprudence studies; Legal processes and jurisprudence; Administrative Law and Governance; Political Theory and Democracy
838,Carlos Acevedo Rodríguez,United Nations Economic Commission for Latin America and the Caribbean,Ciencia Política,2,14,8,,A5086524978,,"Economic and Social Development; Social Sciences and Policies; Latin American socio-political dynamics; Employment, Labor, and Gender Studies; Political and Social Dynamics in Chile and Latin America"
839,Carmen López Navarro,Hospital del Trabajador,Psicología,2,14,8,,A5087529864,,Social Sciences and Policies; Labor Law and Work Dynamics; Developmental and Educational Neuropsychology; Global Health Care Issues; Educational Games and Gamification
840,Pierina Ferreti,University of Chile,Ciencia Política,2,20,5,,A5032304551,,"Social Sciences and Policies; Educational Practices and Policies; Education in Rural Contexts; Political and Social Dynamics in Chile and Latin America; Migration, Education, Indigenous Social Dynamics"
841,Sonia Pérez T.,University of Chile,Ciencia Política,2,20,3,,A5045730211,,"Stress and Burnout Research; Social Sciences and Policies; Education in Rural Contexts; Latin American socio-political dynamics; Employment, Labor, and Gender Studies"
842,Tania-Marie Ramdohr,Pontificia Universidad Católica de Chile,Ciencia Política,2,20,3,,A5057901399,,"Social Media and Politics; Media and Digital Communication; Cultural and political discourse analysis; Populism, Right-Wing Movements; Media Studies and Communication"
843,J Juan,Universidad Católica de la Santísima Concepción,Economía,2,19,35,,A5090586325,0000-0002-1958-9877,Social Sciences and Policies; Historical and socio-economic studies of Spain and related regions; Education and Teacher Training; Religious Education and Schools; E-Learning and Knowledge Management
844,Aldo Hidalgo Hermosilla,Universidad de Santiago de Chile,Ciencias Sociales,2,12,4,,A5022751714,0000-0002-5238-1840,"Latin American Urban Studies; Architecture and Computational Design; Social Sciences and Policies; Employment, Labor, and Gender Studies"
845,Enriqueta Jara-Illanes,Universidad Andrés Bello,Sociología,2,12,4,,A5022945651,,Education and Teacher Training; Educational Practices and Sociocultural Research; Higher Education Teaching and Evaluation; Social Sciences and Policies; Educational Innovations and Technology
846,Hernán Cuevas,Austral University of Chile,Ciencia Política,2,12,4,,A5036990268,,Public Policy and Governance; International Relations in Latin America; Economic Theory and Policy; Galician and Iberian cultural studies; Social Sciences and Policies
847,Jorge Pavez,Academy of Christian Humanism University,Ciencia Política,2,12,4,,A5039590878,,Social Sciences and Policies; Educational Practices and Policies; Citizenship Education and Democracy; Educator Training and Historical Pedagogy; Peace and Human Rights Education
848,Francisco Lucero,University of Chile,Ciencia Política,2,21,5,,A5035164299,,Political and Social Dynamics in Chile and Latin America; Social Sciences and Policies; Public Policy and Governance; Wildlife Ecology and Conservation; Plant Parasitism and Resistance
849,Eduardo Abarzúa,Alberto Hurtado University,Ciencia Política,2,69,37,,A5108257665,,"Employment, Labor, and Gender Studies; Public Policy and Governance; Labor Law and Work Dynamics; Social Sciences and Policies; Administrative Law and Governance"
850,Sandra Vera Gajardo,Alberto Hurtado University,Ciencia Política,2,19,22,,A5091845166,0000-0002-4604-9446,"Political and Social Dynamics in Chile and Latin America; Memory, violence, and history; Latin American socio-political dynamics; Social Sciences and Policies; Spanish Culture and Identity"
851,Cristóbal Sepúlveda-Carrasco,University of the Americas,Sociología,2,21,3,,A5041873719,,Higher Education and Sustainability; Gender Diversity and Inequality; Disability Education and Employment; Job Satisfaction and Organizational Behavior; Corporate Social Responsibility Reporting
852,María Luisa Gonzálo Ugarte,Adolfo Ibáñez University,Educación,2,19,8,,A5013745467,,Higher Education Teaching and Evaluation; Mindfulness and Compassion Interventions; Social Sciences and Policies; Eating Disorders and Behaviors; Health and Medical Education
853,Marco Astete Cereceda,University of Concepción,Ciencia Política,2,19,4,,A5017689972,0000-0003-3271-5986,Social Sciences and Policies; Community Health and Development; Social Issues and Sustainability; Public Policy and Governance; Environmental and Cultural Studies in Latin America and Beyond
854,Christián Quinteros Flores,Universidad UNIACC,Educación,2,14,35,,A5003918197,0000-0002-6145-9347,"Social Sciences and Policies; Social Issues and Sustainability; Regional Development and Innovation; Higher Education and Sustainability; Aging, Health, and Disability"
855,Alan Bronfman Vargas,Pontificia Universidad Católica de Valparaíso,Ciencia Política,2,14,17,,A5023604802,,Comparative constitutional jurisprudence studies; Human Rights and Immigration; Legal processes and jurisprudence; Criminal Justice and Penology; Political Theory and Democracy
856,Augusto Quintana Benavides,University of Chile,Ciencias Sociales,2,14,14,,A5033638437,,Human Rights and Immigration; Comparative constitutional jurisprudence studies; Criminal Justice and Penology; Social Sciences and Policies; Legal processes and jurisprudence
857,Álvaro Pérez,University of Chile,Educación,2,14,13,,A5027632838,,Social Sciences and Policies; Media and Digital Communication; History of Education in Spain; Sleep and Wakefulness Research; Spanish History and Politics
858,Mauricio Schiavetti Rosas,Federico Santa María Technical University,Psicología,2,14,12,,A5113713990,,Philosophical Thought and Analysis; Psychological Treatments and Disorders; Classical Philosophy and Thought; Philosophy and Phenomenology Studies; Inflammatory mediators and NSAID effects
859,Julia Cerda Carvajal,Metropolitan University of Technology,Sociología,2,14,11,,A5053830772,0000-0001-9323-6837,"Social Sciences and Policies; Educational Practices and Policies; Employment, Labor, and Gender Studies; Aging, Health, and Disability; Immigration and Intercultural Education"
860,Claudio Navarro,Universidad de La Frontera,Administración,2,14,10,,A5067810154,0000-0001-6848-1320,Business Process Modeling and Analysis; Multi-Agent Systems and Negotiation; Web Applications and Data Management; Advanced Research in Systems and Signal Processing; Service-Oriented Architecture and Web Services
