ranking,nombre,institucion,disciplina,h_index,citas,trabajos,scholar_id,openalex_id,orcid,topics
879,Luis Corvalán,University of Chile,Ciencia Política,2,71,6,,A5046716969,,"Social Sciences and Policies; Political and Social Dynamics in Chile and Latin America; Cultural and Social Studies in Latin America; Memory, violence, and history"
880,Víctor Michael Molina López,Universidad Autónoma de Chile,Psicología,2,12,4,,A5067264979,,"Stress and Burnout Research; Ethics and bioethics in healthcare; Aging, Health, and Disability; Social Sciences and Policies; Motivation and Self-Concept in Sports"
881,José-Pablo Arellano,Patagonian Ecosystems Investigation Research Center,Ciencia Política,2,75,2,,A5048361691,,"Economic and Social Development; demographic modeling and climate adaptation; Social Sciences and Policies; Public Policy and Governance; Gender, Labor, and Family Dynamics"
882,Simón Palacios,Alberto Hurtado University,Psicología,2,18,3,,A5102836077,0000-0002-5370-1439,"Emotions and Moral Behavior; Feminist Epistemology and Gender Studies; Child and Animal Learning Development; Social Sciences and Policies; Health, Education, and Physical Culture"
883,Clàudia Turró,Pontificia Universidad Católica de Chile,Ciencias Sociales,2,18,3,,A5090158752,,Social Sciences and Policies; Community Health and Development; Resilience and Mental Health
884,Gloria Mora Guerrero,Universidad Católica de Temuco,Educación,2,18,4,,A5061177969,,Educational Outcomes and Influences; Social Issues and Sustainability; Social Sciences and Policies; Education and Teacher Training; Higher Education and Sustainability
885,Judith Alvarez,Universidad de Los Lagos,Sociología,2,18,4,,A5037848670,,Education and Labor Relations; Gender Diversity and Inequality; Pharmaceutical studies and practices; Health and Medical Education; Education in Rural Contexts
886,Alfredo Antonio Gorrochotegui Martell,San Sebastián University,Educación,2,18,5,,A5025651399,,Education and Teacher Training; Educational Practices and Policies; Organizational Management and Innovation; Social Sciences and Policies; Competency Development and Evaluation
887,Ana María Valenzuela,Universidad de Santiago de Chile,Sociología,2,18,6,,A5032683562,0000-0003-0288-122X,Social Sciences and Policies; Employment and Welfare Studies; Health and Medical Education; Organizational Management and Innovation; Social and Cultural Dynamics
888,Decio Mettifogo Guerrero,University of Chile,Educación,2,18,7,,A5063459135,0000-0002-6168-0877,Criminal Justice and Penology; Social Sciences and Policies; Criminal Justice and Corrections Analysis; Social Skills and Education; Social Issues and Policies in Latin America
889,Christian Esteban Miranda Jaña,University of Chile,Educación,2,18,7,,A5000158896,,Educational theories and practices; Education and Teacher Training; Higher Education Teaching and Evaluation; Social Sciences and Policies; Inclusive Education and Diversity
890,Luis Eduardo Bresciani Lecannelier,Pontificia Universidad Católica de Chile,Ciencia Política,2,15,2,,A5083646834,,Social Sciences and Policies; Public Policy and Governance; Social Issues and Sustainability; Economic and Social Development
891,Lucas Bobadilla-Beiza,Pontificia Universidad Católica de Chile,Psicología,2,15,2,,A5047950332,,"Sleep and related disorders; Diabetes Management and Research; Obstructive Sleep Apnea Research; Diabetes Management and Education; Diabetes, Cardiovascular Risks, and Lipoproteins"
892,Carolina Godoy Berthet,Universidad Autónoma de Chile,Ciencia Política,2,19,8,,A5003015641,0000-0003-3460-0250,Educational Practices and Policies; Cultural and political discourse analysis; Political Theory and Democracy; Cultural and Social Studies in Latin America; Education and Teacher Training
893,Maria Patricia Masalan-Apip,Pontificia Universidad Católica de Chile,Psicología,2,15,2,,A5021846644,,"Sleep and related disorders; Diabetes Management and Education; Diabetes Management and Research; Obstructive Sleep Apnea Research; Diabetes, Cardiovascular Risks, and Lipoproteins"
894,Valeria Acuña,Universidad Bernardo O'Higgins,Sociología,2,15,3,,A5112618082,,"Migration, Education, Indigenous Social Dynamics; Social Sciences and Policies; Child Abuse and Trauma; Migration and Exile Studies; Immigration and Intercultural Education"
895,Isabel Ugalde,Pontificia Universidad Católica de Chile,Sociología,2,15,3,,A5043901083,0000-0002-5682-5357,"Social Sciences and Policies; Human Rights and Immigration; Latin American Urban Studies; Environmental and Cultural Studies in Latin America and Beyond; Aging, Health, and Disability"
896,Benjamín Matta,Universidad de Santiago de Chile,Sociología,2,110,3,,A5079006336,,"Monetary Policy and Economic Impact; Income, Poverty, and Inequality; Advanced Statistical Methods and Models; Italy: Economic History and Contemporary Issues; Statistical Methods and Inference"
897,César Pezo del Pino,Austral University of Chile,Economía,2,97,9,,A5006297874,,"Business, Innovation, and Economy; Diverse Applied Research Studies; Psychological Treatments and Disorders; Social Sciences and Policies; International Business and FDI"
898,Alberto Gurovich W.,University of Chile,Ciencia Política,2,11,12,,A5049796349,,"Latin American Urban Studies; Architecture, Art, Education; Social Sciences and Policies; Public Policy and Governance; Political and Social Dynamics in Chile and Latin America"
899,Pablo Suárez Manrique,Metropolitan University of Technology,Educación,2,11,16,,A5086784372,,"Social Sciences and Policies; Aging, Health, and Disability; Social Work Education and Practice; Educational Practices and Policies; Social Issues and Sustainability"
900,Pilar Errázuriz,University of Chile,Sociología,2,11,21,,A5001450872,,Comparative Literary Analysis and Criticism; Cultural and Social Studies in Latin America; Social Sciences and Policies; Latin American Literature Studies; Literacy and Educational Practices
901,Ricardo López Pérez,University of Chile,Sociología,2,11,22,,A5108678219,,Literary and Cultural Studies; Cultural and Mythological Studies; Organizational Management and Innovation; Diverse Applied Research Studies; Classical Philosophy and Thought
902,Ana Javiera Rojas Soto,Pontificia Universidad Católica de Chile,Ciencia Política,2,11,2,,A5068950313,0000-0002-3692-207X,Cultural and political discourse analysis; Political Theory and Democracy; Social Media and Politics; Media Studies and Communication
903,Milan M. Marinovic,University of Valparaíso,Sociología,2,11,2,,A5062857115,,"Complex Systems and Decision Making; Critical Realism in Sociology; Chaos, Complexity, and Education"
904,Nelson Mc Ardle-Draguicevic,Universidad de Magallanes,Ciencias Sociales,2,11,2,,A5015129116,0000-0002-6514-4676,"Social Sciences and Policies; Technology Use by Older Adults; Aging, Health, and Disability; Retirement, Disability, and Employment; Aging and Gerontology Research"
905,Rafael Sandoval Álvarez,"Centro Regional de Derechos Humanos y Justicia de Género, Corporación Humanas",Ciencia Política,2,11,23,,A5060029258,,Social Sciences and Policies; Education and Teacher Training; Public Policy and Governance; Latin American socio-political dynamics; International Relations in Latin America
906,Consuelo Achiardi,Pontificia Universidad Católica de Chile,Educación,2,17,3,,A5038598810,,Inclusive Education and Diversity; Social Sciences and Policies
907,Arturo Vallejos,Universidad de La Frontera,Ciencia Política,2,17,4,,A5070884844,,"Sociology, Governance, and Technology; Science, Technology, and Education in Latin America; Social Sciences and Policies; Public Policy and Governance; Environmental and Cultural Studies in Latin America and Beyond"
908,Rodrigo Figueroa,Pontificia Universidad Católica de Valparaíso,Ciencias Sociales,2,17,4,,A5038468049,,"Social Sciences and Policies; Botany, Ecology, and Taxonomy Studies; Human Rights and Immigration; Comparative constitutional jurisprudence studies; Botany and Plant Ecology Studies"
909,Gonzalo Espinoza Bianchini,Universidad Diego Portales,Ciencia Política,2,15,12,,A5019440047,0000-0003-3288-2450,Social Media and Politics; Psychology of Moral and Emotional Judgment; Cultural and political discourse analysis; Electoral Systems and Political Participation; International Relations in Latin America
910,N Lechner,Facultad Latinoamericana de Ciencias Sociales,Ciencia Política,2,12,2,,A5037831759,,"Legal and Labor Studies; Latin American socio-political dynamics; Employment, Labor, and Gender Studies; Social Sciences and Policies; Economic and Social Development"
911,Tania Monreal,University of Chile,Ciencias Sociales,2,12,2,,A5024770122,,Social Sciences and Policies; Animal Virus Infections Studies; Turtle Biology and Conservation; Bird parasitology and diseases
912,Náyade Rodríguez,Pontificia Universidad Católica de Chile,Educación,2,12,2,,A5013512279,,Educational Outcomes and Influences; Stress and Burnout Research; Social Sciences and Policies; Child and Adolescent Psychosocial and Emotional Development
913,Adán Salinas Araya,Academy of Christian Humanism University,Sociología,2,17,31,,A5050947401,0000-0002-0974-284X,Philosophical and Cultural Analysis; Ethics and bioethics in healthcare; Social Sciences and Policies; Philosophical Thought and Analysis; Psychological Treatments and Disorders
914,Joaquín Barceló,Universidad Andrés Bello,Sociología,2,17,42,,A5003389500,,"Philosophical Thought and Analysis; Comparative Literary Analysis and Criticism; Philosophical and Cultural Analysis; Classical Philosophy and Thought; Libraries, Manuscripts, and Books"
915,Marcos García de la Huerta,University of Chile,Sociología,2,17,58,,A5065886567,,Philosophical Thought and Analysis; Philosophical and Cultural Analysis; Social Sciences and Policies; Cultural and Social Studies in Latin America; Economic and Social Development
916,val flores,Universidad de Santiago de Chile,Ciencia Política,2,16,11,,A5024661622,,"Gender and Feminist Studies; Social Sciences and Policies; Memory, violence, and history; Political Dynamics in Latin America; Historical and Modern Theater Studies"
917,José Sulbrandt,University of Chile,Sociología,2,16,12,,A5009333370,,"Social Sciences and Policies; Income, Poverty, and Inequality; Latin American Legal and Economic Studies; Accounting and Financial Management; Psychological Treatments and Disorders"
918,Andrés Roldán Tonioni,University of Chile,Ciencia Política,2,16,13,,A5077984116,0000-0001-7938-2854,Political and Social Dynamics in Chile and Latin America; Social Issues and Sustainability; International Relations in Latin America; Social Sciences and Policies; Indigenous Cultures and History
919,Andrés Aedo Henríquez,Universidad de Santiago de Chile,Educación,2,16,14,,A5000044600,0000-0002-5474-5337,Criminal Justice and Penology; Social Sciences and Policies; Legal processes and jurisprudence; Social Issues and Policies in Latin America; Indigenous Cultures and Socio-Education
920,Jan Kñakal,United Nations Economic Commission for Latin America and the Caribbean,Ciencia Política,2,16,18,,A5085146535,,Regional Development and Innovation; International Relations in Latin America; Environmental and Ecological Studies; Global trade and economics; Social Sciences and Policies
921,Katherine Becerra Valdivia,Universidad Central de Chile,Educación,2,16,25,,A5061317526,0000-0002-2329-705X,Legal processes and jurisprudence; Comparative constitutional jurisprudence studies; Human Rights and Immigration; Social Sciences and Policies; Education and Teacher Training
922,Rafael Alvear,Universidad de Los Lagos,Ciencia Política,2,16,42,,A5090225567,0000-0002-3959-9781,German Social Sciences and History; German Literature and Culture Studies; Social Sciences and Policies; Latin American socio-political dynamics; Public Administration and Political Analysis
923,Estudios Internacionales,University of Chile,Ciencia Política,2,16,126,,A5057892622,,International Relations in Latin America; Social Sciences and Policies; Comparative constitutional jurisprudence studies; Political and Social Dynamics in Chile and Latin America; Economic and Social Development
924,Juan Luis Ordaz-Díaz,United Nations Economic Commission for Latin America and the Caribbean,Sociología,2,15,2,,A5042883611,,Education and Labor Relations; Indigenous Cultures and Socio-Education; Labor market dynamics and wage inequality; Education in Rural Contexts; Economic Growth and Productivity
925,Luiz Henrique Lopes dos Santos,"Centro Regional de Derechos Humanos y Justicia de Género, Corporación Humanas",Humanidades,2,28,20,,A5013154104,0000-0002-4665-4195,"Classical Philosophy and Thought; Wittgensteinian philosophy and applications; Classical Antiquity Studies; Historical, Religious, and Philosophical Studies; Logic, Reasoning, and Knowledge"
926,Diego Solsona Cisternas,Universidad de Los Lagos,Sociología,2,28,21,,A5022366781,0000-0002-7958-1295,"Social Sciences and Policies; Social Issues and Sustainability; Migration, Education, Indigenous Social Dynamics; Latin American Urban Studies; Environmental and Cultural Studies in Latin America and Beyond"
927,Tabata Contreras,Pontificia Universidad Católica de Valparaíso,Psicología,2,12,3,,A5045213425,,COVID-19 and Mental Health; Motivation and Self-Concept in Sports; Education in Rural Contexts; Health and Lifestyle Studies; Social Sciences and Policies
928,Claudia Robles Farías,Universidad de Los Lagos,Ciencias Sociales,2,12,4,,A5082370459,,"Social Sciences and Policies; Aging, Health, and Disability"
929,Mario Sobarzo Morales,Universidad de Santiago de Chile,Educación,1,96,19,,A5113706535,,"Education and Teacher Training; Social Sciences and Policies; Literature, Culture, and Aesthetics; Philosophical Thought and Analysis; Latin American social science"
930,Katherine Godoy,Universidad de Santiago de Chile,Administración,1,81,1,,A5007001703,,Quality and Supply Management; Strategic Planning and Analysis; Accounting and Organizational Management
931,Carlos Morales,NSF-DOE Vera C. Rubin Observatory,Administración,1,78,4,,A5114215202,,"Organizational Management and Innovation; Hydropower, Displacement, Environmental Impact; Social Issues and Policies in Latin America; Astronomy and Astrophysical Research; Social Sciences and Policies"
932,Lisandro Silva Arriola,University of Chile,Ciencias Sociales,1,100,4,,A5063242986,,"Latin American Urban Studies; Social Sciences and Policies; Criminal Justice and Penology; Aging, Health, and Disability"
933,Daniela Saavedra,San Sebastián University,Psicología,1,97,1,,A5015629433,,Sleep and related disorders; Sleep and Wakefulness Research; Obstructive Sleep Apnea Research
934,Ricardo Rivas,Research Center for Integrated Disaster Risk Management,Ciencia Política,1,12,3,,A5070601076,,Disaster Management and Resilience; Disaster Response and Management; Social Sciences and Policies; Public Policy and Governance; Education in Rural Contexts
935,Harry Soria Galvarro,Universidad Mayor,Economía,1,12,2,,A5012853783,,"Social Sciences and Policies; Economic and Environmental Valuation; Conservation, Biodiversity, and Resource Management; Latin American Urban Studies; Primate Behavior and Ecology"
936,Valentina Gutiérrez Márquez,Universidad de Magallanes,Psicología,1,12,2,,A5014337629,,Stress and Burnout Research; Nanotechnology research and applications; Occupational Therapy Practice and Research; Chemistry and Chemical Engineering; Social Sciences and Policies
937,Margarita Fernández A,University of Chile,Ciencias Sociales,1,12,2,,A5035634871,,Social Sciences and Policies; Health and Lifestyle Studies; Social Issues and Sustainability
938,Johanna Arancibia,University of Chile,Ciencias Sociales,1,12,2,,A5059257019,,Social Sciences and Policies; Concrete and Cement Materials Research; Recycling and utilization of industrial and municipal waste in materials production; Coal and Its By-products
939,Nubia Cárdenas Ávila,Hospital Dr. Gustavo Fricke,Psicología,1,12,2,,A5086596992,,Educational methodologies and cognitive development; Social Sciences and Policies; Educational Outcomes and Influences; Social Skills and Education; Psychological Treatments and Disorders
940,Urrizola Paulina Royo,University of Talca,Ciencias Sociales,1,12,1,,A5041125676,,"Social Policy and Reform Studies; Social Sciences and Policies; Gender, Labor, and Family Dynamics"
941,Cubillos Miguel Ángel Cruz,Universidad Santo Tomás,Ciencias Sociales,1,12,1,,A5089621002,,"Social Sciences and Policies; Social Policy and Reform Studies; Gender, Labor, and Family Dynamics"
942,Raúl Urzúa Fradermann,University of Chile,Educación,1,12,1,,A5104608675,,Social Sciences and Policies; Education and Teacher Training
943,Susana Katherine Chacón Espejo,Universidad Católica del Norte,Economía,1,11,4,,A5042459990,,Regional Economic and Spatial Analysis; Regional Economics and Spatial Analysis; Regional Development and Innovation; Social Sciences and Policies; Hermeneutics and Narrative Identity
944,Serguio Salas Landeal,University of Chile,Sociología,1,11,1,,A5000706324,,"Fiscal Policy and Economic Growth; Income, Poverty, and Inequality; Labor market dynamics and wage inequality"
945,Boris Andrés Lucero Moncada,Catholic University of the Maule,Educación,1,38,3,,A5061084440,,Inclusive Education and Diversity; Social Sciences and Policies; Education and Teacher Training; Pesticide Exposure and Toxicity; Education in Rural Contexts
946,Nelson Eduardo Araya Sarabia,Catholic University of the Maule,Psicología,1,38,2,,A5001445160,,Inclusive Education and Diversity; Education and Teacher Training; Education in Rural Contexts; Educational Methods and Psychological Studies; Social Sciences and Policies
947,Pablo Andrés Muñoz Molina,Catholic University of the Maule,Psicología,1,38,2,,A5080611289,,Inclusive Education and Diversity; Social Sciences and Policies; Education and Teacher Training; Education in Rural Contexts; Educational Methods and Psychological Studies
948,José Antonio Errázuriz Besa,San Sebastián University,Humanidades,1,13,2,,A5058802566,,Philosophical Ethics and Theory; Free Will and Agency; Classical Philosophy and Thought; Kantian Philosophy and Modern Interpretations
949,Liilian Inés Castro Durán,University of Concepción,Educación,1,13,1,,A5063479650,,Social Issues and Policies in Latin America; Education and Teacher Training; Social Sciences and Policies
950,CLAUDIO RAMIREZ B,Dirección de Investigación y Desarrollo,Ciencias Sociales,1,13,1,,A5068828414,,Quality of Life Measurement; Hydrology and Drought Analysis; Precipitation Measurement and Analysis
951,Mireya Dávila A.,University of Chile,Ciencias Sociales,1,13,1,,A5107241329,,Social Policy and Reform Studies; Taxation and Compliance Studies; Politics and Society in Latin America
952,Sergio Molina Silva,University of Chile,Ciencia Política,1,12,13,,A5067060348,,Public Policy and Governance; Social Sciences and Policies; Economic and Social Development; Cultural and political discourse analysis; Ethics and bioethics in healthcare
953,Andrea Lorieto,Universidad La República,Educación,1,39,4,,A5038165000,,Adult and Continuing Education Topics; Social Sciences and Policies; Biomedical and Engineering Education; Higher Education and Sustainability; Infection Control and Ventilation
954,Claudia Díaz Flores,Academy of Christian Humanism University,Educación,1,39,3,,A5012074385,,Inclusive Education and Diversity; Educational Practices and Policies; Education in Rural Contexts; Social Sciences and Policies
955,Eugenio Ortega Frei,Pontificia Universidad Católica de Chile,Ciencia Política,1,39,1,,A5065008890,,Political Theory and Democracy; Politics and Society in Latin America; Political and Social Dynamics in Chile and Latin America
956,H. B.,Arturo Prat University,Sociología,1,342,5,,A5006988224,,"Criminal Law and Evidence; Astronomical and nuclear sciences; Education, sociology, and vocational training; Medical Malpractice and Liability Issues; Logistics and Transportation Systems"
957,Ernesto Silva Méndez,Universidad del Desarrollo,Ciencia Política,1,44,1,,A5091307330,,Electoral Systems and Political Participation; Politics and Society in Latin America; Political and Social Dynamics in Chile and Latin America
958,Ana Cárdenas Tomaic,Universidad Diego Portales,Sociología,1,46,1,,A5018252673,,Sociology and Education Studies; Social and Demographic Issues in Germany
959,Paulina Milos H,"Universidad de Los Andes, Chile",Ciencias Sociales,1,45,1,,A5035241337,,Social Sciences and Policies; Social Issues and Sustainability; Ethics and bioethics in healthcare
960,Abraham Magendzo K,Academy of Christian Humanism University,Educación,1,47,5,,A5015540015,,Education and Teacher Training; Social Sciences and Policies; Social Issues and Policies in Latin America; Human Rights and Immigration; Criminal Justice and Penology
961,Yarithza Pérez Arriola,University of Valparaíso,Educación,1,11,3,,A5000293384,0000-0001-5423-015X,"Social Sciences and Policies; Business, Innovation, and Economy; Medicinal Plants and Neuroprotection; Education and Teacher Training; Nanoparticles: synthesis and applications"
962,José de Amesti,Pontificia Universidad Católica de Chile,Sociología,1,11,3,,A5007061990,0000-0002-4992-6723,"Labor market dynamics and wage inequality; Politics, Economics, and Education Policy; Youth Education and Societal Dynamics; Grit, Self-Efficacy, and Motivation; Education, Achievement, and Giftedness"
963,María Gabriela Rubilar Donoso,University of Chile,Sociología,1,11,3,,A5023972382,,"Social Sciences and Policies; Education and Teacher Training; Gender, Health, and Social Inequality; Aging, Health, and Disability; Social Work Education and Practice"
964,Dámaris Opazo Vega,University of Bío-Bío,Sociología,1,11,3,,A5072336853,,"Intimate Partner and Family Violence; Social Sciences and Policies; Education and Teacher Training; Gender, Health, and Social Inequality; Migration, Education, Indigenous Social Dynamics"
965,José Mercado,Pontificia Universidad Católica de Chile,Ciencia Política,1,11,2,,A5002230492,,Administrative Law and Governance; Local Government Finance and Decentralization; Galician and Iberian cultural studies; Social Sciences and Policies
966,Pierina Keren Landa Pizarro,University of Valparaíso,Educación,1,11,2,,A5014951870,,Education and Teacher Training; Latin American history and culture; Social Sciences and Policies; Organizational Management and Innovation
967,Viviana Acevedo,Universidad Católica de la Santísima Concepción,Educación,1,11,2,,A5035604541,,Social Sciences and Policies; Educational theories and practices; Heavy metals in environment; Geochemistry and Geologic Mapping; Radioactivity and Radon Measurements
968,Soriano Ribera,University of Valparaíso,Educación,1,11,2,,A5060075543,0000-0002-9146-207X,Social Sciences and Policies; Education and Teacher Training; Archaeological and Historical Studies; Environmental and Ecological Studies; Organizational Management and Innovation
969,Ester Fecci P,Austral University of Chile,Educación,1,11,2,,A5110078900,,Medieval and Early Modern Iberia; Gender and Feminist Studies; Social Sciences and Policies; Medieval Iberian Studies; Educational theories and practices
970,Roberto Donoso,Patagonian Ecosystems Investigation Research Center,Educación,1,11,20,,A5025360636,,Educational theories and practices; Educational Practices and Policies; Social Sciences and Policies; Literacy and Educational Practices; Higher Education Teaching and Evaluation
971,Víctor Guerrero Cossio,Arturo Prat University,Educación,1,11,16,,A5014478577,,"Regional Development and Innovation; Migration, Education, Indigenous Social Dynamics; Environmental and Ecological Studies; Latin American Urban Studies; Social Sciences and Policies"
972,Mario San Martín,Universidad Andrés Bello,Sociología,1,11,7,,A5012837129,,"Literature, Musicology, and Cultural Analysis; Healthcare Systems and Practices; Social Policies and Family; Business, Innovation, and Economy; Employment, Labor, and Gender Studies"
973,Rocío Ferrada,Catholic University of the Maule,Ciencia Política,1,11,6,,A5078545576,,"Social Sciences and Policies; Higher Education Teaching and Evaluation; Employment, Labor, and Gender Studies; Religious and Theological Studies; Political and Social Dynamics in Chile and Latin America"
974,Carlos Verdejo Bravo,University of Valparaíso,Ciencia Política,1,11,5,,A5102355175,,"International Development and Aid; Viral Infections and Vectors; International Relations in Latin America; Aging, Elder Care, and Social Issues; Social Policies and Family"
975,Marco Aurelio Márquez Poblete,Dirección de Investigación y Desarrollo,Ciencia Política,1,11,4,,A5081453398,,Social Issues and Sustainability; Social Sciences and Policies; Public Policy and Governance; Regional Development and Innovation; Social Issues and Policies in Latin America
976,Víctor Clark Alfaro,"Centro Regional de Derechos Humanos y Justicia de Género, Corporación Humanas",Ciencias Sociales,1,16,2,,A5056183761,,"Geography and Environmental Studies in Latin America; Archaeology and Natural History; Religion, Society, and Development; Religion and Society in Latin America; Religious Tourism and Spaces"
977,Pablo Valdivieso Tocornal,University of Chile,Educación,1,15,8,,A5048304745,0000-0001-9921-5551,Education and Teacher Training; Inclusive Education and Diversity; Social impacts of COVID-19; Social Sciences and Policies; Social Skills and Education
978,Andrés Fresno,University of Talca,Ciencia Política,1,16,3,,A5034036777,,"Social Policies and Family; Education, sociology, and vocational training; Social Sciences and Governance; Social Sciences and Policies; Psychoanalysis and Psychopathology Research"
979,María José González-Clares,Instituto Nacional de Capacitación Profesional,Sociología,1,16,3,,A5048295475,,Higher Education Research Studies; Educational Outcomes and Influences; School Choice and Performance; Labor market dynamics and wage inequality; Higher Education and Employability
980,Eduardo Acuña A.,University of Chile,Ciencia Política,1,16,3,,A5108615096,,Cultural and political discourse analysis; Educational theories and practices; Organizational Management and Innovation; Literary and Cultural Studies; Social Sciences and Policies
981,Pablo Navarrete H.,United Nations Economic Commission for Latin America and the Caribbean,Ciencias Sociales,1,17,3,,A5064196125,,"Retirement, Disability, and Employment; Global Health Care Issues; Financial Literacy, Pension, Retirement Analysis; Social Sciences and Policies; Aging, Health, and Disability"
982,Joaquín Pulido Fuenzalida,University of Chile,Sociología,1,17,3,,A5073321569,0000-0002-6561-8122,Social Sciences and Policies; Economic and Social Development; Philosophical and Cultural Analysis; Mining Techniques and Economics; Spanish Linguistics and Language Studies
983,Alia Awad,University of Concepción,Educación,1,17,2,,A5040773762,,Early Childhood Education and Development; Children's Physical and Motor Development; Family and Disability Support Research; Inclusive Education and Diversity; Social Sciences and Policies
984,Hugo Bravo Azlan,University of Tarapacá,Administración,1,18,1,,A5089396419,,Facility Location and Emergency Management; Vehicle Routing Optimization Methods; Optimization and Mathematical Programming
985,Pablo Lazo,University of Concepción,Economía,1,17,20,,A5068293525,,"Economic and Social Development; Migration, Ethnicity, and Economy; Social Sciences and Policies; Asian Culture and Media Studies; Historical Art and Architecture Studies"
986,Carlos García,Alberto Hurtado University,Ciencia Política,1,17,6,,A5111038811,,Latin American Literature Studies; Social Sciences and Policies; History and Politics in Latin America; Spanish Literature and Culture Studies; Political and Social Dynamics in Chile and Latin America
987,Lorena Núñez-Parra,Universidad de Playa Ancha de Ciencias de la Educación,Educación,1,15,4,,A5040240267,0000-0001-5778-1205,"Education and Teacher Training; Social Sciences and Policies; Digital Economy and Work Transformation; Employment, Labor, and Gender Studies; Educational and Organizational Development"
988,María Fernanda Hernández-Garza,Pontificia Universidad Católica de Chile,Sociología,1,15,2,,A5052267396,0000-0003-1948-0254,"Gender Politics and Representation; Gender Diversity and Inequality; Gender, Security, and Conflict"
989,María Paz Aedo,Universidad de Santiago de Chile,Ciencia Política,1,15,2,,A5079358090,,Adult and Continuing Education Topics; Critical and Liberation Pedagogy; Global Educational Policies and Reforms; Political and Social Dynamics in Chile and Latin America
990,César Farah,University of Chile,Psicología,1,18,4,,A5090527635,,Historical and Modern Theater Studies; Classical Antiquity Studies; Augustinian Studies and Theology; Orthopedic Surgery and Rehabilitation; Classical Philosophy and Thought
991,Luis Eduardo Vásquez-Espinoza,Universidad de La Frontera,Ciencias Sociales,1,18,2,,A5039036724,,Social Sciences and Policies; Stress and Burnout Research; Nursing care and research; Occupational Therapy Practice and Research
992,Ana Cristina Sandoval-Pérez,Universidad de La Frontera,Ciencias Sociales,1,18,2,,A5040228460,,Social Sciences and Policies; Occupational Therapy Practice and Research; Nursing care and research; Stress and Burnout Research
993,Varinia Labarra,University of Talca,Sociología,1,18,1,,A5024095740,,Housing Market and Economics; Agricultural Economics and Policy; Land Rights and Reforms
994,Felipe Gonzalez M.,Pontificia Universidad Católica de Chile,Sociología,1,19,2,,A5036204646,,"Immigration and Intercultural Education; Torture, Ethics, and Law; Aging, Health, and Disability; Social Sciences and Policies"
995,Edmundo Sepúlveda,Federico Santa María Technical University,Ciencia Política,1,19,1,,A5040104339,,ERP Systems Implementation and Impact; Information Technology Governance and Strategy; Accounting and Organizational Management
996,Ricardo Trincado,Pontificia Universidad Católica de Chile,Ciencias Sociales,1,19,1,,A5079949086,,Transportation Planning and Optimization; Vehicle Routing Optimization Methods; Aviation Industry Analysis and Trends
997,Teresa Ayala P.,Metropolitan University of Educational Sciences,Ciencia Política,1,19,1,,A5098541357,,Social Sciences and Policies; Public Policy and Governance; Social Media and Politics
998,Ángeles Sanz Yaque,Dirección de Investigación y Desarrollo,Psicología,1,18,10,,A5079788216,,"Psychological Treatments and Disorders; Gender and Feminist Studies; Social Sciences and Policies; Counseling, Therapy, and Family Dynamics; Health and Lifestyle Studies"
999,Bernardo Subercaseaux Sommerhoff,University of Chile,Sociología,1,19,11,,A5083038896,,"Cultural and Social Studies in Latin America; Social Sciences and Policies; Employment, Labor, and Gender Studies; Regional Development and Innovation; Cultural, Media, and Literary Studies"
1000,Claudia Cerfogli,Pontificia Universidad Católica de Chile,Ciencias Sociales,1,19,2,,A5026584153,,Social Sciences and Policies; Child and Adolescent Psychosocial and Emotional Development; Maternal Mental Health During Pregnancy and Postpartum; Infant Development and Preterm Care
1001,Daniel E. Aguilera,Universidad de Santiago de Chile,Administración,1,15,1,,A5009172779,,Sustainable Supply Chain Management; Quality and Supply Management; Accounting and Organizational Management
1002,Cristóbal Holzapfel,Universidad Bernardo O'Higgins,Sociología,1,14,33,,A5075960996,,Philosophical Thought and Analysis; Philosophical and Cultural Analysis; Ethics and bioethics in healthcare; Economic and Social Development; Social Sciences and Policies
1003,Hernán Ampuero Villagrán,Pontificia Universidad Católica de Chile,Ciencia Política,1,14,8,,A5024734742,,Comparative constitutional jurisprudence studies; Public Policy and Governance; Political and Social Dynamics in Chile and Latin America; Political Theory and Democracy; Human Rights and Immigration
1004,Jorge David Dresdner Cid,University of Concepción,Economía,1,20,3,,A5072711701,,"Accounting and Financial Management; Cooperative Studies and Economics; Law, Economics, and Judicial Systems; Land Rights and Reforms; Business, Innovation, and Economy"
1005,Pablo Beytía R.,Alberto Hurtado University,Ciencia Política,1,20,2,,A5010407781,,"Employment, Labor, and Gender Studies; Economic and Social Development; Political Theory and Democracy; Nationalism and Cultural Identity"
1006,Macarena Valdés C,University of Chile,Psicología,1,20,2,,A5050923389,,Suicide and Self-Harm Studies; Attention Deficit Hyperactivity Disorder; Psychological Treatments and Disorders; Psychology Research and Bibliometrics; Social Sciences and Policies
1007,José Igancio Contreras,Universidad Diego Portales,Educación,1,20,1,,A5011490351,,Social Sciences and Policies; Inclusive Education and Diversity; Family and Disability Support Research
1008,Francisco Moraga R.,Colegio Médico de Chile,Ciencias Sociales,1,20,1,,A5103808088,,Social Sciences and Policies
1009,Nayssa Aguirre P.,Colegio Médico de Chile,Ciencias Sociales,1,20,1,,A5110561037,,Social Sciences and Policies
1010,Carlos Madariaga A.,University of Chile,Educación,1,21,3,,A5072564588,,"Social Sciences and Policies; Migration, Education, Indigenous Social Dynamics; Aging, Health, and Disability; Education and Teacher Training"
