ranking,openalex_id,orcid,nombre,institucion,pais_institucion,ror,h_index,i10_index,citas,trabajos,campo_principal,dominio,topics,works_api_url
1,A5034708283,,Arend Lijphart,Gobierno de Chile,CL,https://ror.org/02sevrz47,59,115,32776,475,Social Sciences,Social Sciences,Electoral Systems and Political Participation; Political Systems and Governance; European Union Policy and Governance; Agriculture and Rural Development Research; European and International Law Studies,https://api.openalex.org/works?filter=author.id:A5034708283
817,A5039590878,,Jorge Pavez,Academy of Christian Humanism University,CL,https://ror.org/03x7msx65,2,0,12,4,Social Sciences,Social Sciences,Social Sciences and Policies; Educational Practices and Policies; Citizenship Education and Democracy; Educator Training and Historical Pedagogy; Peace and Human Rights Education,https://api.openalex.org/works?filter=author.id:A5039590878
818,A5036990268,,Hernán Cuevas,Austral University of Chile,CL,https://ror.org/029ycp228,2,0,12,4,Social Sciences,Social Sciences,Public Policy and Governance; International Relations in Latin America; Economic Theory and Policy; Galician and Iberian cultural studies; Social Sciences and Policies,https://api.openalex.org/works?filter=author.id:A5036990268
819,A5022945651,,Enriqueta Jara-Illanes,Universidad Andrés Bello,CL,https://ror.org/01qq57711,2,0,12,4,Social Sciences,Social Sciences,Education and Teacher Training; Educational Practices and Sociocultural Research; Higher Education Teaching and Evaluation; Social Sciences and Policies; Educational Innovations and Technology,https://api.openalex.org/works?filter=author.id:A5022945651
820,A5022751714,0000-0002-5238-1840,Aldo Hidalgo Hermosilla,Universidad de Santiago de Chile,CL,https://ror.org/02ma57s91,2,0,12,4,Social Sciences,Social Sciences,"Latin American Urban Studies; Architecture and Computational Design; Social Sciences and Policies; Employment, Labor, and Gender Studies",https://api.openalex.org/works?filter=author.id:A5022751714
821,A5090586325,0000-0002-1958-9877,J Juan,Universidad Católica de la Santísima Concepción,CL,https://ror.org/03y6k2j68,2,1,19,35,Social Sciences,Social Sciences,Social Sciences and Policies; Historical and socio-economic studies of Spain and related regions; Education and Teacher Training; Religious Education and Schools; E-Learning and Knowledge Management,https://api.openalex.org/works?filter=author.id:A5090586325
822,A5057901399,,Tania-Marie Ramdohr,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,2,2,20,3,Social Sciences,Social Sciences,"Social Media and Politics; Media and Digital Communication; Cultural and political discourse analysis; Populism, Right-Wing Movements; Media Studies and Communication",https://api.openalex.org/works?filter=author.id:A5057901399
823,A5045730211,,Sonia Pérez T.,University of Chile,CL,https://ror.org/047gc3g35,2,1,20,3,Psychology,Social Sciences,"Stress and Burnout Research; Social Sciences and Policies; Education in Rural Contexts; Latin American socio-political dynamics; Employment, Labor, and Gender Studies",https://api.openalex.org/works?filter=author.id:A5045730211
824,A5032304551,,Pierina Ferreti,University of Chile,CL,https://ror.org/047gc3g35,2,1,20,5,Social Sciences,Social Sciences,"Social Sciences and Policies; Educational Practices and Policies; Education in Rural Contexts; Political and Social Dynamics in Chile and Latin America; Migration, Education, Indigenous Social Dynamics",https://api.openalex.org/works?filter=author.id:A5032304551
825,A5087529864,,Carmen López Navarro,Hospital del Trabajador,CL,https://ror.org/057pdzy92,2,1,14,8,Social Sciences,Social Sciences,Social Sciences and Policies; Labor Law and Work Dynamics; Developmental and Educational Neuropsychology; Global Health Care Issues; Educational Games and Gamification,https://api.openalex.org/works?filter=author.id:A5087529864
826,A5086524978,,Carlos Acevedo Rodríguez,United Nations Economic Commission for Latin America and the Caribbean,CL,https://ror.org/015ggv447,2,0,14,8,Social Sciences,Social Sciences,"Economic and Social Development; Social Sciences and Policies; Latin American socio-political dynamics; Employment, Labor, and Gender Studies; Political and Social Dynamics in Chile and Latin America",https://api.openalex.org/works?filter=author.id:A5086524978
827,A5058058803,,Alberto Coddou MacManus,Universidad Diego Portales,CL,https://ror.org/03gtdcg60,2,1,14,8,Social Sciences,Social Sciences,Human Rights and Immigration; Comparative constitutional jurisprudence studies; Legal processes and jurisprudence; Administrative Law and Governance; Political Theory and Democracy,https://api.openalex.org/works?filter=author.id:A5058058803
828,A5104056400,,Paula Francisca Vidal Molina,University of Chile,CL,https://ror.org/047gc3g35,2,0,14,6,Social Sciences,Social Sciences,"Social Sciences and Policies; Migration, Education, Indigenous Social Dynamics; Social Issues and Sustainability; Employment, Labor, and Gender Studies; Economic and Social Development",https://api.openalex.org/works?filter=author.id:A5104056400
829,A5067030709,,Marcela Liliana Mora Donoso,University of Bío-Bío,CL,https://ror.org/04dndfk38,2,1,14,6,Social Sciences,Social Sciences,Education and Teacher Training; Higher Education Teaching and Evaluation; Social Sciences and Policies; Inclusive Education and Diversity; Social Work Education and Practice,https://api.openalex.org/works?filter=author.id:A5067030709
830,A5063502394,,C. W. A. Whitaker,University of Chile,CL,https://ror.org/047gc3g35,2,2,260,27,Arts and Humanities,Social Sciences,"Classical Philosophy and Thought; Medieval and Classical Philosophy; Historical, Religious, and Philosophical Studies; Historical Art and Culture Studies; Classical Antiquity Studies",https://api.openalex.org/works?filter=author.id:A5063502394
831,A5030478821,,Ricardo Castro L.,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,2,1,54,2,Social Sciences,Social Sciences,Social Sciences and Policies; Chronic Disease Management Strategies; Clinical practice guidelines implementation; Social Issues and Policies in Latin America; Healthcare Systems and Technology,https://api.openalex.org/works?filter=author.id:A5030478821
832,A5003526760,0000-0003-0586-744X,Silvana Trinidad Trunce Morales,Universidad de Los Lagos,CL,https://ror.org/05jk8e518,2,1,54,13,Psychology,Social Sciences,Stress and Burnout Research; Health and Medical Education; Social Sciences and Policies; Educational Outcomes and Influences; Higher Education Teaching and Evaluation,https://api.openalex.org/works?filter=author.id:A5003526760
833,A5021626615,0000-0002-1257-009X,Víctor Orellana Bravo,University of Chile,CL,https://ror.org/047gc3g35,2,0,18,19,Social Sciences,Social Sciences,"Social Sciences and Policies; Aging, Health, and Disability; Social and Political Issues; Social Issues and Sustainability; Global Energy and Sustainability Research",https://api.openalex.org/works?filter=author.id:A5021626615
834,A5061379938,0000-0001-8129-9961,Gonzalo Rodríguez Martínez,University of Chile,CL,https://ror.org/047gc3g35,2,0,14,9,Social Sciences,Social Sciences,"Populism, Right-Wing Movements; Dental Erosion and Treatment; Cultural and political discourse analysis; Dental Health and Care Utilization; Dental Anxiety and Anesthesia Techniques",https://api.openalex.org/works?filter=author.id:A5061379938
835,A5091488019,,Carolina Tapia Berríos,Academy of Christian Humanism University,CL,https://ror.org/03x7msx65,2,0,14,10,Social Sciences,Social Sciences,"Inclusive Education and Diversity; Social Sciences and Policies; Gender, Health, and Social Inequality; Religious and Theological Studies; Cultural and Social Studies in Latin America",https://api.openalex.org/works?filter=author.id:A5091488019
836,A5067810154,0000-0001-6848-1320,Claudio Navarro,Universidad de La Frontera,CL,https://ror.org/04v0snf24,2,0,14,10,"Business, Management and Accounting",Social Sciences,Business Process Modeling and Analysis; Multi-Agent Systems and Negotiation; Web Applications and Data Management; Advanced Research in Systems and Signal Processing; Service-Oriented Architecture and Web Services,https://api.openalex.org/works?filter=author.id:A5067810154
837,A5053830772,0000-0001-9323-6837,Julia Cerda Carvajal,Metropolitan University of Technology,CL,https://ror.org/04bpsn575,2,1,14,11,Social Sciences,Social Sciences,"Social Sciences and Policies; Educational Practices and Policies; Employment, Labor, and Gender Studies; Aging, Health, and Disability; Immigration and Intercultural Education",https://api.openalex.org/works?filter=author.id:A5053830772
838,A5113713990,,Mauricio Schiavetti Rosas,Federico Santa María Technical University,CL,https://ror.org/05510vn56,2,1,14,12,Social Sciences,Social Sciences,Philosophical Thought and Analysis; Psychological Treatments and Disorders; Classical Philosophy and Thought; Philosophy and Phenomenology Studies; Inflammatory mediators and NSAID effects,https://api.openalex.org/works?filter=author.id:A5113713990
839,A5027632838,,Álvaro Pérez,University of Chile,CL,https://ror.org/047gc3g35,2,0,14,13,Social Sciences,Social Sciences,Social Sciences and Policies; Media and Digital Communication; History of Education in Spain; Sleep and Wakefulness Research; Spanish History and Politics,https://api.openalex.org/works?filter=author.id:A5027632838
840,A5033638437,,Augusto Quintana Benavides,University of Chile,CL,https://ror.org/047gc3g35,2,1,14,14,Social Sciences,Social Sciences,Human Rights and Immigration; Comparative constitutional jurisprudence studies; Criminal Justice and Penology; Social Sciences and Policies; Legal processes and jurisprudence,https://api.openalex.org/works?filter=author.id:A5033638437
841,A5023604802,,Alan Bronfman Vargas,Pontificia Universidad Católica de Valparaíso,CL,https://ror.org/02cafbr77,2,0,14,17,Social Sciences,Social Sciences,Comparative constitutional jurisprudence studies; Human Rights and Immigration; Legal processes and jurisprudence; Criminal Justice and Penology; Political Theory and Democracy,https://api.openalex.org/works?filter=author.id:A5023604802
842,A5003918197,0000-0002-6145-9347,Christián Quinteros Flores,Universidad UNIACC,CL,https://ror.org/01dkyny41,2,0,14,35,Social Sciences,Social Sciences,"Social Sciences and Policies; Social Issues and Sustainability; Regional Development and Innovation; Higher Education and Sustainability; Aging, Health, and Disability",https://api.openalex.org/works?filter=author.id:A5003918197
843,A5017689972,0000-0003-3271-5986,Marco Astete Cereceda,University of Concepción,CL,https://ror.org/0460jpj73,2,1,19,4,Social Sciences,Social Sciences,Social Sciences and Policies; Community Health and Development; Social Issues and Sustainability; Public Policy and Governance; Environmental and Cultural Studies in Latin America and Beyond,https://api.openalex.org/works?filter=author.id:A5017689972
844,A5076203067,,Mariana Becerra Pérez,Gobierno de Chile,CL,https://ror.org/02sevrz47,2,1,19,5,"Economics, Econometrics and Finance",Social Sciences,"Health Systems, Economic Evaluations, Quality of Life; Water resources management and optimization; Public Health and Social Inequalities; Policy Transfer and Learning; Social Sciences and Policies",https://api.openalex.org/works?filter=author.id:A5076203067
845,A5013745467,,María Luisa Gonzálo Ugarte,Adolfo Ibáñez University,CL,https://ror.org/0326knt82,2,1,19,8,Social Sciences,Social Sciences,Higher Education Teaching and Evaluation; Mindfulness and Compassion Interventions; Social Sciences and Policies; Eating Disorders and Behaviors; Health and Medical Education,https://api.openalex.org/works?filter=author.id:A5013745467
846,A5041873719,,Cristóbal Sepúlveda-Carrasco,University of the Americas,CL,https://ror.org/0166e9x11,2,1,21,3,Social Sciences,Social Sciences,Higher Education and Sustainability; Gender Diversity and Inequality; Disability Education and Employment; Job Satisfaction and Organizational Behavior; Corporate Social Responsibility Reporting,https://api.openalex.org/works?filter=author.id:A5041873719
847,A5091845166,0000-0002-4604-9446,Sandra Vera Gajardo,Alberto Hurtado University,CL,https://ror.org/00749za89,2,0,19,22,Social Sciences,Social Sciences,"Political and Social Dynamics in Chile and Latin America; Memory, violence, and history; Latin American socio-political dynamics; Social Sciences and Policies; Spanish Culture and Identity",https://api.openalex.org/works?filter=author.id:A5091845166
848,A5108257665,,Eduardo Abarzúa,Alberto Hurtado University,CL,https://ror.org/00749za89,2,1,69,37,Social Sciences,Social Sciences,"Employment, Labor, and Gender Studies; Public Policy and Governance; Labor Law and Work Dynamics; Social Sciences and Policies; Administrative Law and Governance",https://api.openalex.org/works?filter=author.id:A5108257665
849,A5045648207,0000-0003-4764-4244,Simón Abdala Meneses,Centro de Estudios Científicos,CL,https://ror.org/00t8xfq63,2,1,19,9,Social Sciences,Social Sciences,Religious and Theological Studies; Seventeenth-Century Political and Philosophical Thought; Political Theology and Sovereignty; Philosophical and Cultural Analysis; Social Sciences and Policies,https://api.openalex.org/works?filter=author.id:A5045648207
850,A5006432146,0000-0002-6943-2595,Tania Busch Venthur,Universidad Andrés Bello,CL,https://ror.org/01qq57711,2,0,19,9,Social Sciences,Social Sciences,Comparative constitutional jurisprudence studies; Legal processes and jurisprudence; Human Rights and Immigration; Judicial and Constitutional Studies; Political Theory and Democracy,https://api.openalex.org/works?filter=author.id:A5006432146
851,A5076084120,0000-0001-6949-2662,Violeta Montero Barriga,University of Concepción,CL,https://ror.org/0460jpj73,2,1,19,13,Social Sciences,Social Sciences,Education and Teacher Training; Political and Social Dynamics in Chile and Latin America; Higher Education and Sustainability; Social Sciences and Policies; Public Policy and Governance,https://api.openalex.org/works?filter=author.id:A5076084120
852,A5018937731,0000-0002-6207-0384,Dina Guarda Cerón,Universidad Católica de Temuco,CL,https://ror.org/051nvp675,2,0,12,4,Social Sciences,Social Sciences,"Social Sciences and Policies; Social Issues and Sustainability; Aging, Health, and Disability; Water Governance and Infrastructure; Educational Practices and Policies",https://api.openalex.org/works?filter=author.id:A5018937731
853,A5015317282,,Eugenio Lahera P.,University of Chile,CL,https://ror.org/047gc3g35,2,0,12,4,Social Sciences,Social Sciences,Social Sciences and Policies; Public Policy and Governance; ICT Impact and Policies; Fiscal Policy and Economic Growth; Electricity Theft Detection Techniques,https://api.openalex.org/works?filter=author.id:A5015317282
854,A5113713950,,M. Fattah,Catholic University of the Maule,CL,https://ror.org/04vdpck27,2,0,12,5,Social Sciences,Social Sciences,Political Theory and Democracy; Religious and Theological Studies; Global Maternal and Child Health; Seventeenth-Century Political and Philosophical Thought; Child Nutrition and Water Access,https://api.openalex.org/works?filter=author.id:A5113713950
855,A5077447836,,Roberto Celedón,Fundación Chile,CL,https://ror.org/04nvpdc40,2,0,12,5,Social Sciences,Social Sciences,"Social Sciences and Policies; Psychological Treatments and Disorders; Contemporary Sociological Theory and Practice; Gender and Feminist Studies; Sports, Gender, and Society",https://api.openalex.org/works?filter=author.id:A5077447836
856,A5012862077,0000-0001-9668-1952,Florencia Muñoz,Universidad de Playa Ancha de Ciencias de la Educación,CL,https://ror.org/0171wr661,2,0,12,5,Social Sciences,Social Sciences,Social Sciences and Policies; Social Issues and Sustainability; Consumer Retail Behavior Studies; Disaster Management and Resilience; Innovative Approaches in Technology and Social Development,https://api.openalex.org/works?filter=author.id:A5012862077
857,A5034314950,,Walter Lips Castro,University of Valparaíso,CL,https://ror.org/00h9jrb69,2,0,12,6,Arts and Humanities,Social Sciences,"History of Medicine Studies; Psychology Research and Bibliometrics; Classical Philosophy and Thought; Disability Education and Employment; Language, Metaphor, and Cognition",https://api.openalex.org/works?filter=author.id:A5034314950
858,A5068547846,0000-0002-2284-9983,Rocío Ferrada Hurtado,Pontificia Universidad Católica de Valparaíso,CL,https://ror.org/02cafbr77,2,1,69,6,Social Sciences,Social Sciences,Inclusive Education and Diversity; Social Sciences and Policies; Educational Practices and Policies; Education and Teacher Training; Cultural and Social Studies in Latin America,https://api.openalex.org/works?filter=author.id:A5068547846
859,A5111512052,,Luis R. Oro Tapía,Universidad Central de Chile,CL,https://ror.org/0577avk88,2,1,19,15,Social Sciences,Social Sciences,Political Theory and Democracy; Religious and Theological Studies; Comparative constitutional jurisprudence studies; Philosophical and Cultural Analysis; Spanish History and Politics,https://api.openalex.org/works?filter=author.id:A5111512052
860,A5076710497,0000-0001-6875-8406,Gabriel Chouhy,Universidad Central de Chile,CL,https://ror.org/0577avk88,2,0,19,16,Social Sciences,Social Sciences,Social Sciences and Policies; Social Policy and Reform Studies; Latin American socio-political dynamics; Latin American Urban Studies; Public Policy and Governance,https://api.openalex.org/works?filter=author.id:A5076710497
861,A5050966114,,Emilio Moya,Universidad Católica de Temuco,CL,https://ror.org/051nvp675,2,1,18,12,Social Sciences,Social Sciences,Latin American socio-political dynamics; Comparative constitutional jurisprudence studies; Political Theory and Democracy; Acute Myocardial Infarction Research; Social Issues and Sustainability,https://api.openalex.org/works?filter=author.id:A5050966114
862,A5050387736,0000-0003-4594-5940,José Baptista,"Centro Regional de Derechos Humanos y Justicia de Género, Corporación Humanas",CL,https://ror.org/0598sqh06,2,0,18,12,Psychology,Social Sciences,"LGBTQ Health, Identity, and Policy; Gender Diversity and Inequality; Discrimination and Equality Law; Creativity in Education and Neuroscience; Social and Intergroup Psychology",https://api.openalex.org/works?filter=author.id:A5050387736
863,A5030511172,,M.a Inmaculada López Núñez,Hospital Padre Hurtado,CL,https://ror.org/03b3qq257,2,1,18,15,"Business, Management and Accounting",Social Sciences,"Entrepreneurship Studies and Influences; Education and Teacher Training; Gender, Violence, Rights in Latin America; Social Sciences and Policies; Sensory Analysis and Statistical Methods",https://api.openalex.org/works?filter=author.id:A5030511172
864,A5111091892,,Gerardo Sánchez Sánchez,Catholic University of the Maule,CL,https://ror.org/04vdpck27,2,0,18,17,Social Sciences,Social Sciences,"Education and Teacher Training; Higher Education Teaching and Evaluation; Educational Innovations and Technology; Social Sciences and Policies; Migration, Education, Indigenous Social Dynamics",https://api.openalex.org/works?filter=author.id:A5111091892
865,A5056797779,,Ulises Toledo-Nickels,San Sebastián University,CL,https://ror.org/04jrwm652,2,0,18,2,Social Sciences,Social Sciences,"Science, Technology, and Education in Latin America; Educational Research and Science Teaching; Educational theories and practices; Accounting and Financial Management; Social Sciences and Policies",https://api.openalex.org/works?filter=author.id:A5056797779
866,A5008363724,,Tomás V. León,Adolfo Ibáñez University,CL,https://ror.org/0326knt82,2,1,18,2,Social Sciences,Social Sciences,"Poverty, Education, and Child Welfare; School Choice and Performance; Intergenerational and Educational Inequality Studies; Higher Education Research Studies; Higher Education Learning Practices",https://api.openalex.org/works?filter=author.id:A5008363724
867,A5046716969,,Luis Corvalán,University of Chile,CL,https://ror.org/047gc3g35,2,2,71,6,Social Sciences,Social Sciences,"Social Sciences and Policies; Political and Social Dynamics in Chile and Latin America; Cultural and Social Studies in Latin America; Memory, violence, and history",https://api.openalex.org/works?filter=author.id:A5046716969
868,A5067264979,,Víctor Michael Molina López,Universidad Autónoma de Chile,CL,https://ror.org/010r9dy59,2,0,12,4,Psychology,Social Sciences,"Stress and Burnout Research; Ethics and bioethics in healthcare; Aging, Health, and Disability; Social Sciences and Policies; Motivation and Self-Concept in Sports",https://api.openalex.org/works?filter=author.id:A5067264979
869,A5048361691,,José-Pablo Arellano,Patagonian Ecosystems Investigation Research Center,CL,https://ror.org/03tmyej96,2,2,75,2,Social Sciences,Social Sciences,"Economic and Social Development; demographic modeling and climate adaptation; Social Sciences and Policies; Public Policy and Governance; Gender, Labor, and Family Dynamics",https://api.openalex.org/works?filter=author.id:A5048361691
870,A5102836077,0000-0002-5370-1439,Simón Palacios,Alberto Hurtado University,CL,https://ror.org/00749za89,2,1,18,3,Psychology,Social Sciences,"Emotions and Moral Behavior; Feminist Epistemology and Gender Studies; Child and Animal Learning Development; Social Sciences and Policies; Health, Education, and Physical Culture",https://api.openalex.org/works?filter=author.id:A5102836077
871,A5090158752,,Clàudia Turró,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,2,1,18,3,Social Sciences,Social Sciences,Social Sciences and Policies; Community Health and Development; Resilience and Mental Health,https://api.openalex.org/works?filter=author.id:A5090158752
872,A5061177969,,Gloria Mora Guerrero,Universidad Católica de Temuco,CL,https://ror.org/051nvp675,2,1,18,4,Social Sciences,Social Sciences,Educational Outcomes and Influences; Social Issues and Sustainability; Social Sciences and Policies; Education and Teacher Training; Higher Education and Sustainability,https://api.openalex.org/works?filter=author.id:A5061177969
873,A5037848670,,Judith Alvarez,Universidad de Los Lagos,CL,https://ror.org/05jk8e518,2,1,18,4,Social Sciences,Social Sciences,Education and Labor Relations; Gender Diversity and Inequality; Pharmaceutical studies and practices; Health and Medical Education; Education in Rural Contexts,https://api.openalex.org/works?filter=author.id:A5037848670
874,A5025651399,,Alfredo Antonio Gorrochotegui Martell,San Sebastián University,CL,https://ror.org/04jrwm652,2,1,18,5,Social Sciences,Social Sciences,Education and Teacher Training; Educational Practices and Policies; Organizational Management and Innovation; Social Sciences and Policies; Competency Development and Evaluation,https://api.openalex.org/works?filter=author.id:A5025651399
875,A5032683562,0000-0003-0288-122X,Ana María Valenzuela,Universidad de Santiago de Chile,CL,https://ror.org/02ma57s91,2,1,18,6,Social Sciences,Social Sciences,Social Sciences and Policies; Employment and Welfare Studies; Health and Medical Education; Organizational Management and Innovation; Social and Cultural Dynamics,https://api.openalex.org/works?filter=author.id:A5032683562
876,A5063459135,0000-0002-6168-0877,Decio Mettifogo Guerrero,University of Chile,CL,https://ror.org/047gc3g35,2,0,18,7,Social Sciences,Social Sciences,Criminal Justice and Penology; Social Sciences and Policies; Criminal Justice and Corrections Analysis; Social Skills and Education; Social Issues and Policies in Latin America,https://api.openalex.org/works?filter=author.id:A5063459135
877,A5000158896,,Christian Esteban Miranda Jaña,University of Chile,CL,https://ror.org/047gc3g35,2,0,18,7,Social Sciences,Social Sciences,Educational theories and practices; Education and Teacher Training; Higher Education Teaching and Evaluation; Social Sciences and Policies; Inclusive Education and Diversity,https://api.openalex.org/works?filter=author.id:A5000158896
878,A5083646834,,Luis Eduardo Bresciani Lecannelier,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,2,0,15,2,Social Sciences,Social Sciences,Social Sciences and Policies; Public Policy and Governance; Social Issues and Sustainability; Economic and Social Development,https://api.openalex.org/works?filter=author.id:A5083646834
879,A5047950332,,Lucas Bobadilla-Beiza,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,2,1,15,2,Psychology,Social Sciences,"Sleep and related disorders; Diabetes Management and Research; Obstructive Sleep Apnea Research; Diabetes Management and Education; Diabetes, Cardiovascular Risks, and Lipoproteins",https://api.openalex.org/works?filter=author.id:A5047950332
880,A5003015641,0000-0003-3460-0250,Carolina Godoy Berthet,Universidad Autónoma de Chile,CL,https://ror.org/010r9dy59,2,1,19,8,Social Sciences,Social Sciences,Educational Practices and Policies; Cultural and political discourse analysis; Political Theory and Democracy; Cultural and Social Studies in Latin America; Education and Teacher Training,https://api.openalex.org/works?filter=author.id:A5003015641
881,A5021846644,,Maria Patricia Masalan-Apip,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,2,1,15,2,Psychology,Social Sciences,"Sleep and related disorders; Diabetes Management and Education; Diabetes Management and Research; Obstructive Sleep Apnea Research; Diabetes, Cardiovascular Risks, and Lipoproteins",https://api.openalex.org/works?filter=author.id:A5021846644
882,A5112618082,,Valeria Acuña,Universidad Bernardo O'Higgins,CL,https://ror.org/00x0xhn70,2,0,15,3,Social Sciences,Social Sciences,"Migration, Education, Indigenous Social Dynamics; Social Sciences and Policies; Child Abuse and Trauma; Migration and Exile Studies; Immigration and Intercultural Education",https://api.openalex.org/works?filter=author.id:A5112618082
883,A5043901083,0000-0002-5682-5357,Isabel Ugalde,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,2,1,15,3,Social Sciences,Social Sciences,"Social Sciences and Policies; Human Rights and Immigration; Latin American Urban Studies; Environmental and Cultural Studies in Latin America and Beyond; Aging, Health, and Disability",https://api.openalex.org/works?filter=author.id:A5043901083
884,A5079006336,,Benjamín Matta,Universidad de Santiago de Chile,CL,https://ror.org/02ma57s91,2,1,110,3,"Economics, Econometrics and Finance",Social Sciences,"Monetary Policy and Economic Impact; Income, Poverty, and Inequality; Advanced Statistical Methods and Models; Italy: Economic History and Contemporary Issues; Statistical Methods and Inference",https://api.openalex.org/works?filter=author.id:A5079006336
885,A5029219580,,Elena Sánchez Gómez,Alberto Hurtado University,CL,https://ror.org/00749za89,2,2,101,9,Social Sciences,Social Sciences,"Political and Social Dynamics in Chile and Latin America; Philosophical and Cultural Analysis; Social Sciences and Policies; Religion and Society in Latin America; Counseling, Therapy, and Family Dynamics",https://api.openalex.org/works?filter=author.id:A5029219580
886,A5015387636,,Joan Rivière,Dirección de Investigación y Desarrollo,CL,https://ror.org/02schg286,2,1,15,3,Social Sciences,Social Sciences,Gender and Feminist Studies; Educational Practices and Policies; International Relations and Autism; Social Sciences and Policies; Spanish Literature and Culture Studies,https://api.openalex.org/works?filter=author.id:A5015387636
887,A5042738259,0000-0002-3875-1091,Mario Catalán-Marshall,Alberto Hurtado University,CL,https://ror.org/00749za89,2,0,15,4,Social Sciences,Social Sciences,"Gender and Feminist Studies; Feminism, Gender, and Social Issues; Social Sciences and Policies",https://api.openalex.org/works?filter=author.id:A5042738259
888,A5040846949,,Diego Barría,Universidad de Santiago de Chile,CL,https://ror.org/02ma57s91,2,0,15,4,Social Sciences,Social Sciences,Political and Social Dynamics in Chile and Latin America; Social Media and Politics; Political Theory and Democracy; Political Economy and Marxism; Cultural and political discourse analysis,https://api.openalex.org/works?filter=author.id:A5040846949
889,A5017934894,,Mariana Valenzuela Somogyi,Universidad de Santiago de Chile,CL,https://ror.org/02ma57s91,2,1,15,4,Social Sciences,Social Sciences,"Feminism, Gender, and Social Issues; Social Sciences and Policies; Politics and Society in Latin America; Political Dynamics in Latin America; Gender Politics and Representation",https://api.openalex.org/works?filter=author.id:A5017934894
890,A5100281927,0000-0003-1007-5228,Verónica Peña-Acuña,University of Bío-Bío,CL,https://ror.org/04dndfk38,2,1,15,5,"Business, Management and Accounting",Social Sciences,Intellectual Capital and Performance Analysis; Ethics in Business and Education; Employer Branding and e-HRM; Accounting and Organizational Management; China's Socioeconomic Reforms and Governance,https://api.openalex.org/works?filter=author.id:A5100281927
891,A5079810699,,Yohana Andrea,University of Bío-Bío,CL,https://ror.org/04dndfk38,2,0,15,5,Social Sciences,Social Sciences,"Social Sciences and Policies; Latin American Urban Studies; Educational Research and Science Teaching; Urbanism, Landscape, and Tourism Studies; Historical and socio-economic studies of Spain and related regions",https://api.openalex.org/works?filter=author.id:A5079810699
892,A5033016413,,Evelyn Benvin,United Nations Economic Commission for Latin America and the Caribbean,CL,https://ror.org/015ggv447,2,0,17,6,Social Sciences,Social Sciences,"Education and Labor Relations; Fiscal Policy and Economic Growth; Income, Poverty, and Inequality; Agricultural and Food Production Studies; Employment, Labor, and Gender Studies",https://api.openalex.org/works?filter=author.id:A5033016413
893,A5091740714,,Carlos Madariaga Araya,University of Chile,CL,https://ror.org/047gc3g35,2,1,17,8,Social Sciences,Social Sciences,"Public Health and Social Inequalities; Spanish Philosophy and Literature; Migration, Education, Indigenous Social Dynamics; Social Sciences and Policies; Italian Literature and Culture",https://api.openalex.org/works?filter=author.id:A5091740714
894,A5015893143,0000-0002-8279-9877,Raquel Galeotti,Universidad La República,CL,https://ror.org/05xs36f43,2,0,17,9,Social Sciences,Social Sciences,"Criminal Justice and Penology; Social Sciences and Policies; Criminal Justice and Corrections Analysis; Psychopathy, Forensic Psychiatry, Sexual Offending; Social Issues and Policies in Latin America",https://api.openalex.org/works?filter=author.id:A5015893143
895,A5066482036,,Justino Gómez de Benito,Universidad Católica Silva Henríquez,CL,https://ror.org/003mpdt17,2,0,18,32,Social Sciences,Social Sciences,Contemporary Sociological Theory and Practice; Religious and Theological Studies; Social Sciences and Policies; Religion and Society in Latin America; Social and Cultural Dynamics,https://api.openalex.org/works?filter=author.id:A5066482036
896,A5079674940,0000-0002-7260-7691,Valeria Sardi,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,2,0,18,51,Social Sciences,Social Sciences,"Literacy and Educational Practices; Literature, Culture, and Aesthetics; Educational theories and practices; Gender and Feminist Studies; Social Sciences and Policies",https://api.openalex.org/works?filter=author.id:A5079674940
897,A5066523531,,Javier Cortés Orihuela,University of Chile,CL,https://ror.org/047gc3g35,2,0,16,6,Social Sciences,Social Sciences,"Intergenerational and Educational Inequality Studies; Income, Poverty, and Inequality; Labor market dynamics and wage inequality; Health disparities and outcomes; Fiscal Policy and Economic Growth",https://api.openalex.org/works?filter=author.id:A5066523531
898,A5011956749,0000-0002-6622-8855,Óscar Ariel Cabezas,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,2,1,17,14,Social Sciences,Social Sciences,Political Theory and Democracy; Political and Social Dynamics in Chile and Latin America; Religious and Theological Studies; Philosophical and Cultural Analysis; Political theory and Gramsci,https://api.openalex.org/works?filter=author.id:A5011956749
899,A5001767097,,Sergio Galilea Ocón,University of Chile,CL,https://ror.org/047gc3g35,2,0,17,19,Social Sciences,Social Sciences,"Regional Development and Innovation; Public Policy and Governance; Latin American Urban Studies; Finance, Taxation, and Governance; Social Sciences and Policies",https://api.openalex.org/works?filter=author.id:A5001767097
